id:ID,name,type:LABEL
Q9NVX0,HAUS augmin-like complex subunit 2,Protein
Q9NVX2,Notchless protein homolog 1,Protein
Q9NVX7,Kelch repeat and BTB domain-containing protein 4,Protein
Q9NW08,DNA-directed RNA polymerase III subunit RPC2,Protein
614381,"Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism",Disease
619742,"Charcot-Marie-Tooth disease, demyelinating, 1I",Disease
Q9NW13,RNA-binding protein 28,Protein
612079,"Alopecia, neurologic defects, and endocrinopathy syndrome",Disease
Q9NW15,Anoctamin-10,Protein
613728,"Spinocerebellar ataxia, autosomal recessive, 10",Disease
Q9NW38,E3 ubiquitin-protein ligase FANCL,Protein
614083,Fanconi anemia complementation group L,Disease
Q9NW64,Pre-mRNA-splicing factor RBM22,Protein
Q9NW75,G patch domain-containing protein 2,Protein
Q9NW81,Distal membrane-arm assembly complex protein 2,Protein
Q9NW97,Transmembrane protein 51,Protein
Q9NWB1,RNA binding protein fox-1 homolog 1,Protein
Q9NWB6,Arginine and glutamate-rich protein 1,Protein
Q9NWB7,Intraflagellar transport protein 57 homolog,Protein
617927,Orofaciodigital syndrome 18,Disease
Q9NWD8,Transmembrane protein 248,Protein
Q9NWD9,Protein BEX4,Protein
Q9NWF4,"Solute carrier family 52, riboflavin transporter, member 1",Protein
615026,Riboflavin deficiency,Disease
Q9NWF9,E3 ubiquitin-protein ligase RNF216,Protein
212840,Gordon Holmes syndrome,Disease
Q9NWH2,Transmembrane protein 242,Protein
Q9NWH7,Spermatogenesis-associated protein 6,Protein
Q9NWH9,SAFB-like transcription modulator,Protein
Q9NWK9,Box C/D snoRNA protein 1,Protein
Q9NWM0,Spermine oxidase,Protein
DB04188,MDL72527,Drug
Q9NWM8,Peptidyl-prolyl cis-trans isomerase FKBP14,Protein
614557,"Ehlers-Danlos syndrome, kyphoscoliotic type, 2",Disease
Q9NWN3,F-box only protein 34,Protein
Q9NWQ4,G patch domain-containing protein 2-like,Protein
Q9NWQ8,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,Protein
Q9NWQ9,Uncharacterized protein C14orf119,Protein
Q9NWR8,"Calcium uniporter regulatory subunit MCUb, mitochondrial",Protein
Q9NWS0,PIH1 domain-containing protein 1,Protein
Q9NWS1,PCNA-interacting partner,Protein
Q9NWS6,Protein FAM118A,Protein
Q9NWS8,Required for meiotic nuclear division protein 1 homolog,Protein
614922,Combined oxidative phosphorylation deficiency 11,Disease
Q9NWS9,Zinc finger protein 446,Protein
Q9NWT1,p21-activated protein kinase-interacting protein 1,Protein
Q9NWT6,Hypoxia-inducible factor 1-alpha inhibitor,Protein
Q9NWT8,Small ribosomal subunit protein mS38,Protein
Q9NWU1,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",Protein
Q9NWU2,Glucose-induced degradation protein 8 homolog,Protein
Q9NWU5,Large ribosomal subunit protein uL22m,Protein
Q9NWV8,BRISC and BRCA1-A complex member 1,Protein
Q9NWW5,Ceroid-lipofuscinosis neuronal protein 6,Protein
601780,"Ceroid lipofuscinosis, neuronal, 6",Disease
204300,"Ceroid lipofuscinosis, neuronal, 4A",Disease
Q9NWW6,Nicotinamide riboside kinase 1,Protein
Q9NWW9,Phospholipase A and acyltransferase 2,Protein
Q9NWX5,Ankyrin repeat and SOCS box protein 6,Protein
Q9NWX6,Probable tRNA guanylyltransferase,Protein
618800,"Spinocerebellar ataxia, autosomal recessive, 28",Disease
Q9NWY4,Histone PARylation factor 1,Protein
Q9NWZ3,Interleukin-1 receptor-associated kinase 4,Protein
607676,Immunodeficiency 67,Disease
Q9NWZ5,Uridine-cytidine kinase-like 1,Protein
Q9NWZ8,Gem-associated protein 8,Protein
Q9NX01,Thioredoxin-like protein 4B,Protein
Q9NX02,"NACHT, LRR and PYD domains-containing protein 2",Protein
620332,Oocyte/zygote/embryo maturation arrest 18,Disease
Q9NX04,AFG2-interacting ribosome maturation factor,Protein
Q9NX07,tRNA selenocysteine 1-associated protein 1,Protein
Q9NX09,DNA damage-inducible transcript 4 protein,Protein
Q9NX14,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",Protein
300952,Linear skin defects with multiple congenital anomalies 3,Disease
301021,"Mitochondrial complex I deficiency, nuclear type 30",Disease
Q9NX18,"Succinate dehydrogenase assembly factor 2, mitochondrial",Protein
601650,Pheochromocytoma/paraganglioma syndrome 2,Disease
Q9NX24,H/ACA ribonucleoprotein complex subunit 2,Protein
613987,"Dyskeratosis congenita, autosomal recessive, 2",Disease
Q9NX40,OCIA domain-containing protein 1,Protein
Q9NX46,ADP-ribosylhydrolase ARH3 glycohydrolase ARH3),Protein
618170,"Neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures",Disease
Q9NX47,E3 ubiquitin-protein ligase MARCHF5,Protein
Q9NX52,"Rhomboid-related protein 2 [Cleaved into: Rhomboid-related protein 2, N-terminal fragment; Rhomboid-related protein 2, C-terminal fragment]",Protein
Q9NX55,Huntingtin-interacting protein K,Protein
Q9NX57,Ras-related protein Rab-20,Protein
Q9NX58,Cell growth-regulating nucleolar protein,Protein
Q9NX61,Transmembrane protein 161A,Protein
Q9NX62,"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase, 5'-bisphosphate nucleotidase 2)",Protein
614078,"Chondrodysplasia with joint dislocations, GPAPP type",Disease
Q9NX63,MICOS complex subunit MIC19,Protein
Q9NX65,Zinc finger and SCAN domain-containing protein 32,Protein
Q9NX70,Mediator of RNA polymerase II transcription subunit 29,Protein
Q9NX74,tRNA-dihydrouridine synthase [NAD+]-like,Protein
Q9NX76,CKLF-like MARVEL transmembrane domain-containing protein 6,Protein
Q9NX78,Protein O-mannosyl-transferase TMEM260,Protein
617478,Structural heart defects and renal anomalies syndrome,Disease
Q9NX94,WW domain binding protein 1-like,Protein
Q9NX95,Syntabulin,Protein
Q9NXA8,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",Protein
Q9NXB0,Tectonic-like complex member MKS1,Protein
249000,Meckel syndrome 1,Disease
615990,Bardet-Biedl syndrome 13,Disease
617121,Joubert syndrome 28,Disease
Q9NXB9,Very long chain fatty acid elongase 2,Protein
Q9NXC2,Glucose-fructose oxidoreductase domain-containing protein 1,Protein
Q9NXC5,GATOR2 complex protein MIOS,Protein
Q9NXE4,Sphingomyelin phosphodiesterase 4,Protein
618622,"Neurodevelopmental disorder with microcephaly, arthrogryposis, and structural brain anomalies",Disease
Q9NXE8,Pre-mRNA-splicing factor CWC25 homolog,Protein
Q9NXF8,Palmitoyltransferase ZDHHC7,Protein
Q9NXG0,Centlein,Protein
Q9NXG2,THUMP domain-containing protein 1,Protein
619989,Neurodevelopmental disorder with speech delay and variable ocular anomalies,Disease
Q9NXG6,Transmembrane prolyl 4-hydroxylase,Protein
618493,"Hypotonia, hyperventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities",Disease
Q9NXH9,tRNA-N)-dimethyltransferase-N) methyltransferase)G26)dimethyltransferase),Protein
618302,"Intellectual developmental disorder, autosomal recessive 68",Disease
Q9NXI6,E3 ubiquitin-protein ligase RNF186,Protein
Q9NXJ5,Pyroglutamyl-peptidase 1,Protein
Q9NXL9,DNA helicase MCM9,Protein
616185,Ovarian dysgenesis 4,Disease
Q9NXR1,Nuclear distribution protein nudE homolog 1,Protein
614019,Lissencephaly 4,Disease
605013,Microhydranencephaly,Disease
Q9NXR5,Ankyrin repeat domain-containing protein 10,Protein
Q9NXR7,BRISC and BRCA1-A complex member 2,Protein
Q9NXR8,Inhibitor of growth protein 3,Protein
Q9NXS2,Glutaminyl-peptide cyclotransferase-like protein,Protein
Q9NXV2,BTB/POZ domain-containing protein KCTD5,Protein
Q9NXV6,CDKN2A-interacting protein,Protein
Q9NXW2,DnaJ homolog subfamily B member 12,Protein
Q9NXW9,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4,Protein
Q9NXX6,Non-structural maintenance of chromosomes element 4 homolog A,Protein
Q9NY12,H/ACA ribonucleoprotein complex subunit 1,Protein
Q9NY15,Stabilin-1,Protein
620729,Hyperferritinemia,Disease
Q9NY25,C-type lectin domain family 5 member A,Protein
Q9NY26,Zinc transporter ZIP1,Protein
Q9NY27,Serine/threonine-protein phosphatase 4 regulatory subunit 2,Protein
Q9NY28,Probable polypeptide N-acetylgalactosaminyltransferase 8,Protein
Q9NY30,Protein BTG4,Protein
619009,Oocyte/zygote/embryo maturation arrest 8,Disease
Q9NY33,Dipeptidyl peptidase 3,Protein
Q9NY46,Sodium channel protein type 3 subunit alpha,Protein
617935,"Epilepsy, familial focal, with variable foci 4",Disease
617938,Developmental and epileptic encephalopathy 62,Disease
Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2 [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-2; Voltage-dependent calcium channel subunit delta-2],Protein
618501,Cerebellar atrophy with seizures and variable developmental delay,Disease
Q9NY56,Odorant-binding protein 2a,Protein
Q9NY59,Sphingomyelin phosphodiesterase 3,Protein
Q9NY61,Protein AATF,Protein
Q9NY64,"Solute carrier family 2, facilitated glucose transporter member 8",Protein
Q9NY65,Tubulin alpha-8 chain [Cleaved into: Dephenylalaninated tubulin alpha-8 chain],Protein
619840,"Macrothrombocytopenia, isolated, 2, autosomal dominant",Disease
Q9NY72,Sodium channel regulatory subunit beta-3,Protein
613120,Brugada syndrome 7,Disease
Q9NY74,Ewing's tumor-associated antigen 1,Protein
Q9NY91,Probable glucose sensor protein SLC5A4,Protein
Q9NY93,Probable ATP-dependent RNA helicase DDX56,Protein
Q9NY97,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2",Protein
Q9NY99,Gamma-2-syntrophin,Protein
Q9NYA1,Sphingosine kinase 1,Protein
Q9NYA3,Golgin subfamily A member 6A,Protein
Q9NYA4,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR4",Protein
Q9NYB0,Telomeric repeat-binding factor 2-interacting protein 1,Protein
Q9NYB5,Solute carrier organic anion transporter family member 1C1,Protein
Q9NYB9,Abl interactor 2,Protein
Q9NYC9,Dynein axonemal heavy chain 9,Protein
618300,"Ciliary dyskinesia, primary, 40",Disease
Q9NYD6,Homeobox protein Hox-C10,Protein
Q9NYF0,Dapper homolog 1,Protein
617466,Townes-Brocks syndrome 2,Disease
Q9NYF8,Bcl-2-associated transcription factor 1,Protein
Q9NYG2,Palmitoyltransferase ZDHHC3,Protein
Q9NYG5,Anaphase-promoting complex subunit 11,Protein
Q9NYG8,Potassium channel subfamily K member 4 channel KT4.1),Protein
618381,"Facial dysmorphism, hypertrichosis, epilepsy, intellectual and developmental delay, and gingival overgrowth syndrome",Disease
Q9NYH9,U3 small nucleolar RNA-associated protein 6 homolog,Protein
Q9NYI0,PH and SEC7 domain-containing protein 3,Protein
Q9NYJ7,Delta-like protein 3,Protein
277300,"Spondylocostal dysostosis 1, autosomal recessive",Disease
Q9NYJ8,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,Protein
614980,"Congenital heart defects, multiple types, 2",Disease
Q9NYK1,Toll-like receptor 7,Protein
301051,"Immunodeficiency 74, COVID19-related, X-linked",Disease
301080,Systemic lupus erythematosus 17,Disease
Q9NYK5,Large ribosomal subunit protein mL39,Protein
620646,Combined oxidative phosphorylation deficiency 59,Disease
Q9NYK6,Protein EURL homolog,Protein
Q9NYL2,Mitogen-activated protein kinase kinase kinase 20,Protein
616890,Split-foot malformation with mesoaxial polydactyly,Disease
617760,"Myopathy, centronuclear, 6, with fiber-type disproportion",Disease
Q9NYL5,24-hydroxycholesterol 7-alpha-hydroxylase,Protein
Q9NYM4,G-protein coupled receptor 83,Protein
Q9NYM9,BET1-like protein,Protein
Q9NYP3,Protein downstream neighbor of Son,Protein
251230,Microcephaly-micromelia syndrome,Disease
617604,"Microcephaly, short stature, and limb abnormalities",Disease
Q9NYP7,Very long chain fatty acid elongase 5,Protein
615957,Spinocerebellar ataxia 38,Disease
Q9NYP8,Exosomal polycystin-1-interacting protein,Protein
Q9NYP9,Protein Mis18-alpha,Protein
Q9NYQ3,"2-Hydroxyacid oxidase 2-2-hydroxy-acid oxidase, peroxisomal)",Protein
Q9NYQ6,Cadherin EGF LAG seven-pass G-type receptor 1,Protein
619319,Lymphatic malformation 9,Disease
Q9NYQ7,Cadherin EGF LAG seven-pass G-type receptor 3,Protein
Q9NYQ8,Protocadherin Fat 2,Protein
617769,Spinocerebellar ataxia 45,Disease
Q9NYR9,NF-kappa-B inhibitor-interacting Ras-like protein 2,Protein
Q9NYS0,NF-kappa-B inhibitor-interacting Ras-like protein 1,Protein
Q9NYU1,UDP-glucose:glycoprotein glucosyltransferase 2,Protein
Q9NYU2,UDP-glucose:glycoprotein glucosyltransferase 1,Protein
Q9NYV4,Cyclin-dependent kinase 12,Protein
Q9NYV6,RNA polymerase I-specific transcription initiation factor RRN3,Protein
Q9NYV7,Taste receptor type 2 member 16,Protein
Q9NYW0,Taste receptor type 2 member 10,Protein
Q9NYW4,Taste receptor type 2 member 5,Protein
Q9NYW5,Taste receptor type 2 member 4,Protein
Q9NYW8,RB-associated KRAB zinc finger protein,Protein
Q9NYX4,Neuron-specific vesicular protein calcyon,Protein
Q9NYY1,Interleukin-20,Protein
Q9NYY3,Serine/threonine-protein kinase PLK2,Protein
Q9NYY8,"FAST kinase domain-containing protein 2, mitochondrial",Protein
618855,Combined oxidative phosphorylation deficiency 44,Disease
Q9NYZ1,Golgi apparatus membrane protein TVP23 homolog B,Protein
Q9NYZ2,Mitoferrin-1,Protein
Q9NYZ3,G2 and S phase-expressed protein 1,Protein
Q9NYZ4,Sialic acid-binding Ig-like lectin 8,Protein
Q9NZ01,Very-long-chain enoyl-CoA reductase,Protein
614020,"Intellectual developmental disorder, autosomal recessive 14",Disease
Q9NZ08,Endoplasmic reticulum aminopeptidase 1,Protein
Q9NZ09,Ubiquitin-associated protein 1,Protein
618418,"Spastic paraplegia 80, autosomal dominant",Disease
Q9NZ20,Group 3 secretory phospholipase A2,Protein
Q9NZ42,Gamma-secretase subunit PEN-2,Protein
613736,"Acne inversa, familial, 2, with or without Dowling-Degos disease",Disease
Q9NZ43,Vesicle transport protein USE1,Protein
Q9NZ45,CDGSH iron-sulfur domain-containing protein 1,Protein
Q9NZ52,ADP-ribosylation factor-binding protein GGA3,Protein
Q9NZ53,Podocalyxin-like protein 2,Protein
Q9NZ56,Formin-2,Protein
616193,"Intellectual developmental disorder, autosomal recessive 47",Disease
Q9NZ63,Splicing factor C9orf78,Protein
Q9NZ71,Regulator of telomere elongation helicase 1,Protein
615190,"Dyskeratosis congenita, autosomal recessive, 5",Disease
616373,"Pulmonary fibrosis, and/or bone marrow failure syndrome, telomere-related, 3",Disease
Q9NZ72,Stathmin-3,Protein
Q9NZ81,Proline-rich protein 13,Protein
Q9NZ94,Neuroligin-3,Protein
300425,"Autism, X-linked 1",Disease
Q9NZA1,Chloride intracellular channel protein 5,Protein
616042,"Deafness, autosomal recessive, 103",Disease
Q9NZB2,Constitutive coactivator of PPAR-gamma-like protein 1,Protein
Q9NZB8,"Molybdenum cofactor biosynthesis protein 1 [Includes: GTP 3',8-cyclase; Cyclic pyranopterin monophosphate synthase]",Protein
252150,Molybdenum cofactor deficiency A,Disease
Q9NZC2,Triggering receptor expressed on myeloid cells 2,Protein
618193,Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2,Disease
Q9NZC3,Glycerophosphodiester phosphodiesterase 1,Protein
Q9NZC4,ETS homologous factor,Protein
Q9NZC7,WW domain-containing oxidoreductase,Protein
614322,"Spinocerebellar ataxia, autosomal recessive, 12",Disease
616211,Developmental and epileptic encephalopathy 28,Disease
Q9NZC9,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1,Protein
242900,Schimke immuno-osseous dysplasia,Disease
Q9NZD1,G-protein coupled receptor family C group 5 member D,Protein
Q9NZD2,Glycolipid transfer protein,Protein
Q9NZD4,Alpha-hemoglobin-stabilizing protein,Protein
Q9NZD8,Maspardin,Protein
248900,"Spastic paraplegia 21, autosomal recessive",Disease
Q9NZE8,Large ribosomal subunit protein bL35m,Protein
Q9NZG7,Ninjurin-2,Protein
Q9NZH0,G-protein coupled receptor family C group 5 member B,Protein
620447,Megalencephalic leukoencephalopathy with subcortical cysts 3,Disease
Q9NZH6,Interleukin-37,Protein
619398,"Inflammatory bowel disease 31, autosomal recessive",Disease
Q9NZH7,Interleukin-36 beta,Protein
Q9NZH8,Interleukin-36 gamma,Protein
Q9NZI2,A-type potassium channel modulatory protein KCNIP1,Protein
Q9NZI5,Grainyhead-like protein 1 homolog,Protein
Q9NZI6,Transcription factor CP2-like protein 1,Protein
Q9NZI7,Upstream-binding protein 1,Protein
Q9NZI8,Insulin-like growth factor 2 mRNA-binding protein 1,Protein
Q9NZJ0,Denticleless protein homolog denticleless protein homolog),Protein
Q9NZJ4,Sacsin,Protein
270550,Spastic ataxia Charlevoix-Saguenay type,Disease
Q9NZJ5,Eukaryotic translation initiation factor 2-alpha kinase 3,Protein
226980,Wolcott-Rallison syndrome,Disease
Q9NZJ6,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",Protein
Q9NZJ7,Mitochondrial carrier homolog 1,Protein
Q9NZJ9,Diphosphoinositol polyphosphate phosphohydrolase 2,Protein
Q9NZK5,Adenosine deaminase 2,Protein
615688,"Vasculitis, autoinflammation, immunodeficiency, and hematologic defects syndrome",Disease
182410,Sneddon syndrome,Disease
Q9NZK7,Group IIE secretory phospholipase A2,Protein
Q9NZL3,Zinc finger protein 224,Protein
Q9NZL4,Hsp70-binding protein 1,Protein
Q9NZL9,Methionine adenosyltransferase 2 subunit beta,Protein
Q9NZM1,Myoferlin,Protein
619366,"Angioedema, hereditary, 7",Disease
Q9NZM3,Intersectin-2,Protein
Q9NZM4,BRD4-interacting chromatin-remodeling complex-associated protein,Protein
619325,Coffin-Siris syndrome 12,Disease
Q9NZM5,Ribosome biogenesis protein NOP53,Protein
Q9NZM6,Polycystin-2-like protein 2,Protein
Q9NZN1,Interleukin-1 receptor accessory protein-like 1,Protein
300143,"Intellectual developmental disorder, X-linked 21",Disease
Q9NZN3,EH domain-containing protein 3,Protein
Q9NZN4,EH domain-containing protein 2,Protein
Q9NZN5,Rho guanine nucleotide exchange factor 12,Protein
Q9NZN8,CCR4-NOT transcription complex subunit 2,Protein
618608,"Intellectual developmental disorder with nasal speech, dysmorphic facies, and variable skeletal anomalies",Disease
Q9NZN9,Aryl-hydrocarbon-interacting protein-like 1,Protein
604393,Leber congenital amaurosis 4,Disease
Q9NZP6,Nuclear pore-associated protein 1,Protein
Q9NZP8,Complement C1r subcomponent-like protein,Protein
Q9NZQ3,NCK-interacting protein with SH3 domain,Protein
Q9NZQ7,Programmed cell death 1 ligand 1,Protein
DB15773,anti-OX40 antibody BMS 986178,Drug
DB15771,AUNP-12,Drug
DB11945,Avelumab,Drug
DB15772,CA-170,Drug
DB15770,Cosibelimab,Drug
DB15769,Envafolimab,Drug
Q9NZQ8,Transient receptor potential cation channel subfamily M member 5,Protein
Q9NZR1,Tropomodulin-2,Protein
Q9NZR2,Low-density lipoprotein receptor-related protein 1B,Protein
Q9NZR4,Visual system homeobox 1,Protein
148300,Keratoconus 1,Disease
614195,Craniofacial anomalies and anterior segment dysgenesis syndrome,Disease
Q9NZS2,Killer cell lectin-like receptor subfamily F member 1,Protein
Q9NZS9,Bifunctional apoptosis regulator,Protein
Q9NZT1,Calmodulin-like protein 5,Protein
Q9NZU0,Leucine-rich repeat transmembrane protein FLRT3,Protein
615271,Hypogonadotropic hypogonadism 21 with or without anosmia,Disease
Q9NZU1,Leucine-rich repeat transmembrane protein FLRT1,Protein
Q9NZU5,LIM and cysteine-rich domains protein 1,Protein
Q9NZU7,Calcium-binding protein 1,Protein
Q9NZV1,Cysteine-rich motor neuron 1 protein [Cleaved into: Processed cysteine-rich motor neuron 1 protein],Protein
Q9NZV5,Selenoprotein N,Protein
602771,Congenital myopathy 3 with rigid spine,Disease
Q9NZV6,Methionine-R-sulfoxide reductase B1,Protein
Q9NZV7,Zinc finger imprinted 2,Protein
Q9NZV8,A-type voltage-gated potassium channel KCND2,Protein
Q9NZW4,Dentin sialophosphoprotein [Cleaved into: Dentin phosphoprotein; Dentin sialoprotein],Protein
605594,"Deafness, autosomal dominant, 39, with dentinogenesis imperfecta 1",Disease
125490,"Dentinogenesis imperfecta, Shields type 2",Disease
125500,"Dentinogenesis imperfecta, Shields type 3",Disease
125420,Dentin dysplasia 2,Disease
Q9NZZ3,Charged multivesicular body protein 5,Protein
Q9P000,COMM domain-containing protein 9,Protein
Q9P003,Protein cornichon homolog 4,Protein
Q9P013,Spliceosome-associated protein CWC15 homolog,Protein
Q9P021,Cysteine-rich PDZ-binding protein,Protein
615789,Rothmund-Thomson syndrome 3,Disease
Q9P032,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4,Protein
618237,"Mitochondrial complex I deficiency, nuclear type 15",Disease
Q9P035,Very-long-chain-3-hydroxyacyl-CoA dehydratase 3,Protein
Q9P055,JNK1/MAPK8-associated membrane protein,Protein
Q9P086,Mediator of RNA polymerase II transcription subunit 11,Protein
620327,"Neurodegeneration with developmental delay, early respiratory failure, myoclonic seizures, and brain abnormalities",Disease
Q9P0B6,Coiled-coil domain-containing protein 167,Protein
Q9P0G3,Kallikrein-14,Protein
Q9P0I2,ER membrane protein complex subunit 3,Protein
Q9P0J0,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,Protein
607464,Hurthle cell thyroid carcinoma,Disease
618249,"Mitochondrial complex I deficiency, nuclear type 28",Disease
Q9P0J1,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",Protein
608782,Pyruvate dehydrogenase phosphatase deficiency,Disease
Q9P0J7,E3 ubiquitin-protein ligase KCMF1,Protein
Q9P0K1,Disintegrin and metalloproteinase domain-containing protein 22,Protein
617933,Developmental and epileptic encephalopathy 61,Disease
Q9P0K7,Ankycorbin,Protein
Q9P0K8,Forkhead box protein J2,Protein
Q9P0K9,DOMON domain-containing protein FRRS1L,Protein
616981,Developmental and epileptic encephalopathy 37,Disease
Q9P0L0,Vesicle-associated membrane protein-associated protein A,Protein
Q9P0L1,Zinc finger protein with KRAB and SCAN domains 7,Protein
Q9P0L2,Serine/threonine-protein kinase MARK1,Protein
Q9P0L9,Polycystin-2-like protein 1,Protein
Q9P0M2,A-kinase anchor protein 7 isoform gamma,Protein
Q9P0M6,Core histone macro-H2A.2,Protein
Q9P0N5,Transmembrane protein 216,Protein
608091,Joubert syndrome 2,Disease
603194,Meckel syndrome 2,Disease
Q9P0N8,E3 ubiquitin-protein ligase MARCHF2,Protein
Q9P0N9,TBC1 domain family member 7,Protein
248000,"Macrocephaly/megalencephaly syndrome, autosomal recessive",Disease
Q9P0P0,E3 ubiquitin-protein ligase RNF181,Protein
Q9P0P8,Mitochondrial transcription rescue factor 1,Protein
Q9P0R6,GSK3B-interacting protein,Protein
Q9P0S3,ORM1-like protein 1,Protein
Q9P0S9,Transmembrane protein 14C,Protein
Q9P0T4,Zinc finger protein 581,Protein
Q9P0T7,Proton-transporting V-type ATPase complex assembly regulator TMEM9,Protein
Q9P0U1,Mitochondrial import receptor subunit TOM7 homolog,Protein
620601,Garg-Mishra progeroid syndrome,Disease
Q9P0U3,Sentrin-specific protease 1,Protein
Q9P0U4,CXXC-type zinc finger protein 1,Protein
Q9P0V3,SH3 domain-binding protein 4,Protein
Q9P0V8,SLAM family member 8,Protein
Q9P0V9,Septin-10,Protein
Q9P0W0,Interferon kappa,Protein
Q9P0W2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related,Protein
Q9P0W8,Spermatogenesis-associated protein 7,Protein
604232,Leber congenital amaurosis 3,Disease
Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I3.3),Protein
620114,Neurodevelopmental disorder with speech impairment and with or without seizures,Disease
Q9P0Z9,Peroxisomal sarcosine oxidase,Protein
Q9P107,GEM-interacting protein,Protein
Q9P109,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",Protein
Q9P121,Neurotrimin,Protein
Q9P126,C-type lectin domain family 1 member B,Protein
Q9P127,Leucine zipper protein 4,Protein
Q9P1A6,Disks large-associated protein 2,Protein
Q9P1Q0,Vacuolar protein sorting-associated protein 54,Protein
Q9P1T7,MyoD family inhibitor domain-containing protein,Protein
620014,Lymphatic malformation 12,Disease
Q9P1U0,DNA-directed RNA polymerase I subunit RPA12,Protein
Q9P1W3,Calcium permeable stress-gated cation channel 1,Protein
619966,"Spastic paraplegia 87, autosomal recessive",Disease
Q9P1W8,Signal-regulatory protein gamma,Protein
Q9P1W9,Serine/threonine-protein kinase pim-2,Protein
Q9P1Y5,Calmodulin-regulated spectrin-associated protein 3,Protein
Q9P1Z0,Zinc finger and BTB domain-containing protein 4,Protein
Q9P1Z2,Calcium-binding and coiled-coil domain-containing protein 1,Protein
Q9P1Z3,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,Protein
Q9P202,Whirlin,Protein
607084,"Deafness, autosomal recessive, 31",Disease
611383,Usher syndrome 2D,Disease
Q9P206,NHS-like protein 3,Protein
Q9P209,Centrosomal protein of 72 kDa,Protein
Q9P212,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1",Protein
610725,Nephrotic syndrome 3,Disease
Q9P218,Collagen alpha-1 chain,Protein
Q9P219,Protein Daple,Protein
236600,"Hydrocephalus, congenital, 1",Disease
616053,Spinocerebellar ataxia 40,Disease
Q9P225,Dynein axonemal heavy chain 2,Protein
619094,Spermatogenic failure 45,Disease
Q9P232,Contactin-3,Protein
Q9P241,Phospholipid-transporting ATPase VD,Protein
Q9P243,Zinc finger protein ZFAT,Protein
Q9P246,Stromal interaction molecule 2,Protein
Q9P253,Vacuolar protein sorting-associated protein 18 homolog,Protein
Q9P258,Protein RCC2,Protein
Q9P266,Junctional cadherin 5-associated protein,Protein
Q9P267,Methyl-CpG-binding domain protein 5,Protein
156200,"Intellectual developmental disorder, autosomal dominant 1",Disease
Q9P270,SLAIN motif-containing protein 2,Protein
Q9P272,Probable tRNA methyltransferase 9B,Protein
Q9P273,Teneurin-3,Protein
615145,Microphthalmia/Coloboma 9,Disease
Q9P275,Ubiquitin carboxyl-terminal hydrolase 36,Protein
Q9P278,Folliculin-interacting protein 2,Protein
Q9P283,Semaphorin-5B,Protein
Q9P286,Serine/threonine-protein kinase PAK 5,Protein
Q9P287,BRCA2 and CDKN1A-interacting protein,Protein
Q9P289,Serine/threonine-protein kinase 26,Protein
Q9P296,C5a anaphylatoxin chemotactic receptor 2,Protein
Q9P2A4,ABI gene family member 3,Protein
Q9P2B2,Prostaglandin F2 receptor negative regulator,Protein
Q9P2B4,CTTNBP2 N-terminal-like protein,Protein
Q9P2D0,Inhibitor of Bruton tyrosine kinase,Protein
Q9P2D1,Chromodomain-helicase-DNA-binding protein 7,Protein
214800,CHARGE syndrome,Disease
608765,Idiopathic scoliosis 3,Disease
612370,Hypogonadotropic hypogonadism 5 with or without anosmia,Disease
Q9P2D3,HEAT repeat-containing protein 5B,Protein
Q9P2D7,Dynein axonemal heavy chain 1,Protein
617576,Spermatogenic failure 18,Disease
617577,"Ciliary dyskinesia, primary, 37",Disease
Q9P2E2,Kinesin-like protein KIF17,Protein
Q9P2E3,NFX1-type zinc finger-containing protein 1,Protein
619644,Immunodeficiency 91 and hyperinflammation,Disease
Q9P2E5,Chondroitin sulfate glucuronyltransferase,Protein
Q9P2E8,E3 ubiquitin-protein ligase MARCHF4,Protein
